Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
[NFR-SEC-009] Rate limiting on auth endpoints (v1.1),ECOM-105,10150,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 20:00,16-06-2026 20:00,,,,0,must,nfr-sec,v1.1,wiki-linked,,,"*NFR-SEC-009:* Rate limit auth endpoints (e.g., 5 attempts/min per IP and per username).

*Priority:* Must (v1.1) | *Epic:* ECOM-12
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1638401

h3. AC

* /api/auth/login limited to 5 attempts/min/IP
* Per-username throttle prevents user-targeted brute force
* 429 Too Many Requests with Retry-After header",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000pr:,,,,,10057,ECOM-12,[NFR-SEC] Security & Privacy,To Do,16-06-2026 20:00
[NFR-SEC-008] Rotate secrets every 90 days (runbook),ECOM-104,10149,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 20:00,16-06-2026 20:00,,,,0,mvp,nfr-sec,should,wiki-linked,,,"*NFR-SEC-008:* Secrets (JWT signing key, DB password) rotated at least every 90 days; documented procedure.

*Priority:* Should | *Epic:* ECOM-12
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1638401

h3. Deliverable

* runbooks/secret-rotation.md
* Calendar reminder 90d
* Dual-key support for rollover (old + new accepted briefly)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000pj:,,,,,10057,ECOM-12,[NFR-SEC] Security & Privacy,To Do,16-06-2026 20:00
[NFR-SEC-007] No stack traces in prod error responses,ECOM-103,10148,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 20:00,16-06-2026 20:00,,,,0,must,mvp,nfr-sec,wiki-linked,,,"*NFR-SEC-007:* Error responses MUST NOT include stack traces or internal identifiers in production.

*Priority:* Must | *Epic:* ECOM-12
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1638401

h3. AC

* FastAPI exception handler swaps trace for generic message in prod
* Errors still logged server-side with full detail (NFR-OBS-008)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000pb:,,,,,10057,ECOM-12,[NFR-SEC] Security & Privacy,To Do,16-06-2026 20:00
[NFR-SEC-006] CORS explicit allow-list per env,ECOM-102,10147,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 20:00,16-06-2026 20:00,,,,0,must,mvp,nfr-sec,wiki-linked,,,"*NFR-SEC-006:* CORS configured with explicit origin allow-list per environment; wildcard forbidden.

*Priority:* Must | *Epic:* ECOM-12
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1638401

h3. AC

* Local: [http://localhost:5173]
* Staging: [https://staging.example.com]
* Prod: [https://www.example.com]
* App refuses to start with {{*}} in CORS_ORIGINS",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000p3:,,,,,10057,ECOM-12,[NFR-SEC] Security & Privacy,To Do,16-06-2026 20:00
[NFR-SEC-005] Pydantic validation + ORM-only SQL,ECOM-101,10146,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 20:00,16-06-2026 20:00,,,,0,must,mvp,nfr-sec,wiki-linked,,,"*NFR-SEC-005:* All input validated via Pydantic at API boundary; SQL access exclusively via SQLAlchemy ORM (prevent injection).

*Priority:* Must | *Epic:* ECOM-12
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1638401

h3. AC

* No raw SQL strings in services (lint rule)
* Pydantic schemas on every request body / response",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000ov:,,,,,10057,ECOM-12,[NFR-SEC] Security & Privacy,To Do,16-06-2026 20:00
"[NFR-SEC-004] JWT access ≤ 30 min, refresh ≤ 7 days",ECOM-100,10145,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 20:00,16-06-2026 20:00,,,,0,must,mvp,nfr-sec,wiki-linked,,,"*NFR-SEC-004:* JWT access tokens expire ≤ 30 min; refresh tokens (v1.1) ≤ 7 days.

*Priority:* Must | *Epic:* ECOM-12
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1638401

Pair with FR-AUTH-006, FR-AUTH-013.",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000on:,,,,,10057,ECOM-12,[NFR-SEC] Security & Privacy,To Do,16-06-2026 20:00
"[NFR-SEC-003] JWT secret ≥ 256-bit entropy, env-only",ECOM-99,10144,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 20:00,16-06-2026 20:00,,,,0,must,mvp,nfr-sec,wiki-linked,,,"*NFR-SEC-003:* JWT secret ≥ 256-bit random entropy, sourced only from env vars, never committed.

*Priority:* Must | *Epic:* ECOM-12
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1638401

h3. AC

* {{.env.example}} shows placeholder, real values never committed
* App fails fast if SECRET_KEY missing or < 32 chars
* pre-commit hook scans for committed secrets",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000of:,,,,,10057,ECOM-12,[NFR-SEC] Security & Privacy,To Do,16-06-2026 20:00
[NFR-SEC-002] Bcrypt password hashing ≥ 12 rounds,ECOM-98,10143,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 20:00,16-06-2026 20:00,,,,0,must,mvp,nfr-sec,wiki-linked,,,"*NFR-SEC-002:* Passwords hashed with bcrypt at ≥ 12 rounds.

*Priority:* Must | *Epic:* ECOM-12
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1638401

Pair with FR-AUTH-003. passlib config: schemes=[""bcrypt""], bcrypt__rounds=12.",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000o7:,,,,,10057,ECOM-12,[NFR-SEC] Security & Privacy,To Do,16-06-2026 20:00
[NFR-SEC-001] HTTPS/TLS 1.2+ in non-local environments,ECOM-97,10142,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 20:00,16-06-2026 20:00,,,,0,must,mvp,nfr-sec,wiki-linked,,,"*NFR-SEC-001:* All traffic served over HTTPS (TLS 1.2+) in any non-local environment. Enforce HSTS.

*Priority:* Must | *Epic:* ECOM-12
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1638401",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000nz:,,,,,10057,ECOM-12,[NFR-SEC] Security & Privacy,To Do,16-06-2026 20:00
[NFR-PERF-010] Catalog list pagination at > 50 products,ECOM-96,10141,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:59,16-06-2026 19:59,,,,0,must,nfr-perf,v1.1,wiki-linked,,,"*NFR-PERF-010:* Catalog list endpoint paginates at > 50 products (page size ≤ 50). See FR-CAT-010.

*Priority:* Must (v1.1) | *Epic:* ECOM-11
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1605633",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000nr:,,,,,10056,ECOM-11,[NFR-PERF] Performance & Scalability,To Do,16-06-2026 19:59
[NFR-PERF-009] Redis cache for catalog reads (v1.1),ECOM-95,10140,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:59,16-06-2026 19:59,,,,0,nfr-perf,should,v1.1,wiki-linked,,,"*NFR-PERF-009:* Redis cache for catalog reads in v1.1, with cache invalidation on admin writes.

*Priority:* Should (v1.1) | *Epic:* ECOM-11
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1605633

h3. AC

* Redis warmed on startup
* Cache invalidation on POST/PUT/DELETE products
* Cache hit rate dashboard",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000nj:,,,,,10056,ECOM-11,[NFR-PERF] Performance & Scalability,To Do,16-06-2026 19:59
[NFR-PERF-008] Horizontal scaling: ≥ 4 stateless API instances tested,ECOM-94,10139,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:59,16-06-2026 19:59,,,,0,mvp,nfr-perf,should,wiki-linked,,,"*NFR-PERF-008:* API scales horizontally: ≥ 4 stateless instances behind LB, DB as only shared state.

*Priority:* Should | *Epic:* ECOM-11
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1605633

h3. Verification

* Docker compose with 4 API replicas + LB
* Load test confirms linear-ish scaling",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000nb:,,,,,10056,ECOM-11,[NFR-PERF] Performance & Scalability,To Do,16-06-2026 19:59
[NFR-PERF-007] Cache-Control on catalog list (≥ 60s),ECOM-93,10138,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:59,16-06-2026 19:59,,,,0,mvp,nfr-perf,should,wiki-linked,,,"*NFR-PERF-007:* Use response caching (Cache-Control headers) on catalog list endpoint for ≥ 60s.

*Priority:* Should | *Epic:* ECOM-11
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1605633

h3. AC

* GET /api/products response sets Cache-Control: max-age=60
* Vary header on auth state",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000n3:,,,,,10056,ECOM-11,[NFR-PERF] Performance & Scalability,To Do,16-06-2026 19:59
[NFR-PERF-006] First Contentful Paint ≤ 1.5s on fast-3G,ECOM-92,10137,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:59,16-06-2026 19:59,,,,0,frontend,mvp,nfr-perf,should,wiki-linked,,"*NFR-PERF-006:* FCP ≤ 1.5s on fast-3G simulated connection.

*Priority:* Should | *Epic:* ECOM-11
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1605633

h3. Verification

* Lighthouse CI with throttled network preset",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000mv:,,,,,10056,ECOM-11,[NFR-PERF] Performance & Scalability,To Do,16-06-2026 19:59
[NFR-PERF-005] Frontend bundle ≤ 200 KB gzipped,ECOM-91,10136,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:59,16-06-2026 19:59,,,,0,frontend,must,mvp,nfr-perf,wiki-linked,,"*NFR-PERF-005:* Frontend production bundle (gzipped, initial route) ≤ 200 KB.

*Priority:* Must | *Epic:* ECOM-11
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1605633

h3. Verification

* size-limit or vite-bundle-visualizer in CI
* Build fails if budget exceeded",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000mn:,,,,,10056,ECOM-11,[NFR-PERF] Performance & Scalability,To Do,16-06-2026 19:59
[NFR-PERF-004] Lighthouse Performance ≥ 85 on mobile,ECOM-90,10135,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:59,16-06-2026 19:59,,,,0,frontend,must,mvp,nfr-perf,wiki-linked,,"*NFR-PERF-004:* Frontend Lighthouse Performance ≥ 85 on mid-tier mobile profile.

*Priority:* Must | *Epic:* ECOM-11
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1605633

h3. Verification

* Lighthouse CI runs on every PR for product list, detail, cart pages",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000mf:,,,,,10056,ECOM-11,[NFR-PERF] Performance & Scalability,To Do,16-06-2026 19:59
[NFR-PERF-003] Checkout p95 ≤ 500 ms,ECOM-89,10134,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:59,16-06-2026 19:59,,,,0,must,mvp,nfr-perf,wiki-linked,,,"*NFR-PERF-003:* Checkout endpoint completes within p95 ≤ 500ms including DB transaction.

*Priority:* Must | *Epic:* ECOM-11
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1605633

h3. Verification

* Concurrent checkout test under MVP load
* Validate atomic FR-ORD-004 doesn't exceed budget",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000m7:,,,,,10056,ECOM-11,[NFR-PERF] Performance & Scalability,To Do,16-06-2026 19:59
[NFR-PERF-002] Catalog reads sustain ≥ 100 RPS,ECOM-88,10133,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:59,16-06-2026 19:59,,,,0,must,mvp,nfr-perf,wiki-linked,,,"*NFR-PERF-002:* Catalog read endpoints sustain peak read RPS without queueing.

*Target:* ≥ 100 RPS sustained
*Priority:* Must | *Epic:* ECOM-11
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1605633",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000lz:,,,,,10056,ECOM-11,[NFR-PERF] Performance & Scalability,To Do,16-06-2026 19:59
[NFR-PERF-001] API latency targets (p50/p95/p99),ECOM-87,10132,Task,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:59,16-06-2026 19:59,,,,0,must,mvp,nfr-perf,wiki-linked,,,"*NFR-PERF-001:* API endpoints SHALL respond within p50 ≤ 100ms, p95 ≤ 300ms, p99 ≤ 800ms under MVP load profile.

*Priority:* Must | *Epic:* ECOM-11
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1605633

h3. Verification

* k6 / Locust load test against staging
* Baseline published; PR merges gate on >10% percentile regression",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000lr:,,,,,10056,ECOM-11,[NFR-PERF] Performance & Scalability,To Do,16-06-2026 19:59
[FR-ADM-012] Audit log for all admin actions,ECOM-86,10131,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:58,16-06-2026 19:58,,,,0,fr-adm,must,security,v2,wiki-linked,,"*FR-ADM-012:* All admin actions recorded in audit log (who, when, what changed).

*Priority:* Must (v2) | *Epic:* ECOM-10
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. AC

* Every admin write (product, inventory, order status, user deactivate) → audit row
* Fields: actor_user_id, action, target_type, target_id, before, after, timestamp
* Retained ≥ 365 days (NFR-OBS-006)
* Open question: separate DB or same?",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000lj:,,,,,10055,ECOM-10,[ADM] Admin & Inventory (v2),To Do,16-06-2026 19:58
[FR-ADM-011] CSV export of orders,ECOM-85,10130,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:58,16-06-2026 19:58,,,,0,could,fr-adm,v2,wiki-linked,,,"*FR-ADM-011:* Admin can export CSV of orders for a given date range.

*Priority:* Could (v2) | *Epic:* ECOM-10
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. AC

* GET /api/admin/orders/export?from=...&to=... returns text/csv
* Includes order id, user, total, status, created_at
* Streamed response for large date ranges",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000lb:,,,,,10055,ECOM-10,[ADM] Admin & Inventory (v2),To Do,16-06-2026 19:58
[FR-ADM-010] Admin metrics endpoint,ECOM-84,10129,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:58,16-06-2026 19:58,,,,0,fr-adm,should,v2,wiki-linked,,,"*FR-ADM-010:* Admin-only metrics: total orders, revenue last N days, top products.

*Priority:* Should (v2) | *Epic:* ECOM-10
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. AC

* GET /api/admin/metrics returns aggregate JSON
* Supports ?period=7d|30d|90d
* Top products ordered by units sold",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000l3:,,,,,10055,ECOM-10,[ADM] Admin & Inventory (v2),To Do,16-06-2026 19:58
[FR-ADM-009] Admin can deactivate user accounts,ECOM-83,10128,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:58,16-06-2026 19:58,,,,0,fr-adm,should,v2,wiki-linked,,,"*FR-ADM-009:* Admin can deactivate user accounts; active sessions invalidated at next request.

*Priority:* Should (v2) | *Epic:* ECOM-10
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. AC

* PATCH /api/admin/users/{id}/deactivate sets is_active=false
* Subsequent requests from deactivated user → 401 (FR-AUTH-005)
* Open question: should we revoke existing JWTs immediately or wait for expiry?",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000kv:,,,,,10055,ECOM-10,[ADM] Admin & Inventory (v2),To Do,16-06-2026 19:58
[FR-ADM-008] Non-admin endpoints reject with 403,ECOM-82,10127,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:58,16-06-2026 19:58,,,,0,fr-adm,must,security,v2,wiki-linked,,"*FR-ADM-008:* All admin endpoints reject non-ADMIN users with HTTP 403.

*Priority:* Must (v2) | *Epic:* ECOM-10
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. AC

* USER role calling any /api/admin/* or /api/products POST/PUT/DELETE → 403
* No JWT → 401 (precedence: auth first, then role)
* FastAPI dependency centralises check",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000kn:,,,,,10055,ECOM-10,[ADM] Admin & Inventory (v2),To Do,16-06-2026 19:58
[FR-ADM-007] Admin transitions order status,ECOM-81,10126,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:58,16-06-2026 19:58,,,,0,fr-adm,must,v2,wiki-linked,,,"*FR-ADM-007:* Admin can transition order status per FR-ORD-011 lifecycle.

*Priority:* Must (v2) | *Epic:* ECOM-10
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. AC

* PATCH /api/admin/orders/{id}/status accepts new status
* Validates transition (no backwards moves)
* Audit log entry written
* Triggers notification email/SMS (v2)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000kf:,,,,,10055,ECOM-10,[ADM] Admin & Inventory (v2),To Do,16-06-2026 19:58
[FR-ADM-006] Admin lists all orders across users,ECOM-80,10125,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:58,16-06-2026 19:58,,,,0,fr-adm,must,v2,wiki-linked,,,"*FR-ADM-006:* Admin can list all orders across all users, with pagination + status filter.

*Priority:* Must (v2) | *Epic:* ECOM-10
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. AC

* GET /api/admin/orders returns orders across users
* ?status=SHIPPED filters by status
* Pagination supported (page, limit)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000k7:,,,,,10055,ECOM-10,[ADM] Admin & Inventory (v2),To Do,16-06-2026 19:58
[FR-ADM-005] Admin can adjust inventory_count with audit,ECOM-79,10124,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:58,16-06-2026 19:58,,,,0,fr-adm,must,v2,wiki-linked,,,"*FR-ADM-005:* Admin can adjust {{inventory_count}} directly; audit-log entry records old/new value + timestamp.

*Priority:* Must (v2) | *Epic:* ECOM-10
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. AC

* PATCH /api/products/{id}/inventory accepts new count or delta
* Audit row inserted with admin_user_id, product_id, old, new, timestamp
* Negative inventory not allowed (returns 400)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000jz:,,,,,10055,ECOM-10,[ADM] Admin & Inventory (v2),To Do,16-06-2026 19:58
